Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
CVP,2.0,64251,Alost-Audenarde,1995,chambre-des-représentants
SP,2.0,53572,Alost-Audenarde,1995,chambre-des-représentants
VLD,2.0,72483,Alost-Audenarde,1995,chambre-des-représentants
AGALEV,,12627,Alost-Audenarde,1995,chambre-des-représentants
VU,,18085,Alost-Audenarde,1995,chambre-des-représentants
VLAAMS BLOK,,24492,Alost-Audenarde,1995,chambre-des-représentants
VVP,,535,Alost-Audenarde,1995,chambre-des-représentants
PVDA-AE,,712,Alost-Audenarde,1995,chambre-des-représentants
W.O.W.,,1211,Alost-Audenarde,1995,chambre-des-représentants
BANAAN,,2470,Alost-Audenarde,1995,chambre-des-représentants
W.I.T.,,511,Alost-Audenarde,1995,chambre-des-représentants
B.E.B,,1299,Alost-Audenarde,1995,chambre-des-représentants
CVP,3.0,110450,Anvers,1995,chambre-des-représentants
SP,2.0,107534,Anvers,1995,chambre-des-représentants
VLD,3.0,100609,Anvers,1995,chambre-des-représentants
AGALEV,1.0,60525,Anvers,1995,chambre-des-représentants
VU,1.0,37005,Anvers,1995,chambre-des-représentants
VLAAMS BLOK,4.0,128724,Anvers,1995,chambre-des-représentants
VVP,,1230,Anvers,1995,chambre-des-représentants
PVDA-AE,,5917,Anvers,1995,chambre-des-représentants
W.O.W.,,1137,Anvers,1995,chambre-des-représentants
BANAAN,,6119,Anvers,1995,chambre-des-représentants
N.W.P.,,749,Anvers,1995,chambre-des-représentants
D,,634,Anvers,1995,chambre-des-représentants
A.O.V.,,408,Anvers,1995,chambre-des-représentants
W.I.T.,,1316,Anvers,1995,chambre-des-représentants
B.E.B,,782,Anvers,1995,chambre-des-représentants
PSP,,2939,Anvers,1995,chambre-des-représentants
RVM,,566,Anvers,1995,chambre-des-représentants
BEBEL,,393,Anvers,1995,chambre-des-représentants
AUTO,,1603,Anvers,1995,chambre-des-représentants
UNI.E,,1057,Anvers,1995,chambre-des-représentants
PSC,1.0,45396,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
PS,1.0,33870,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
ECOLO,,13059,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
PRL-FDF,1.0,40915,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
FN,,5780,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
UNIE,,1191,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
PTB-UA,,511,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1995,chambre-des-représentants
CVP,1.0,52829,Bruges,1995,chambre-des-représentants
SP,1.0,36811,Bruges,1995,chambre-des-représentants
VLD,1.0,38884,Bruges,1995,chambre-des-représentants
AGALEV,1.0,12583,Bruges,1995,chambre-des-représentants
VU,,12359,Bruges,1995,chambre-des-représentants
VLAAMS BLOK,,16623,Bruges,1995,chambre-des-représentants
VVP,,346,Bruges,1995,chambre-des-représentants
PVDA-AE,,760,Bruges,1995,chambre-des-représentants
W.O.W.,,3161,Bruges,1995,chambre-des-représentants
BANAAN,,2180,Bruges,1995,chambre-des-représentants
N.W.P.,,370,Bruges,1995,chambre-des-représentants
V.N.P.,,353,Bruges,1995,chambre-des-représentants
PSC,2.0,71893,Charleroi-Thuin,1995,chambre-des-représentants
PS,3.0,110579,Charleroi-Thuin,1995,chambre-des-représentants
ECOLO,1.0,25166,Charleroi-Thuin,1995,chambre-des-représentants
PRL-FDF,2.0,58148,Charleroi-Thuin,1995,chambre-des-représentants
FN,1.0,27824,Charleroi-Thuin,1995,chambre-des-représentants
PLN,,774,Charleroi-Thuin,1995,chambre-des-représentants
PC,,3457,Charleroi-Thuin,1995,chambre-des-représentants
PCN,,713,Charleroi-Thuin,1995,chambre-des-représentants
WALLON,,6462,Charleroi-Thuin,1995,chambre-des-représentants
PTB-UA,,2969,Charleroi-Thuin,1995,chambre-des-représentants
CVP,3.0,93856,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
SP,2.0,50736,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
VLD,2.0,79045,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
AGALEV,1.0,21983,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
VU,1.0,32474,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
VLAAMS BLOK,2.0,54581,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
VVP,,1065,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PSC,1.0,45290,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PS,2.0,86673,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
ECOLO,2.0,49026,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PRL-FDF,5.0,173250,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
FN,1.0,35664,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PLN,,704,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
W.O.W.,,1549,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
UNIE,,3339,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
BANAAN,,4562,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
N.W.P.,,417,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
R.L.B.,,1892,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PFH/PFU,,533,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
BLANC,,1219,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
PCN-NCP,,441,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
JEUNES,,5243,Circonscription Bruxelles-Hal-Vilvorde,1995,chambre-des-représentants
