Parti,Nombre de sièges,Nombre de voix,province,date,election
Vl. National.Fl,3.0,35585,Anvers,1929,chambre-des-représentants
Cath/Kath,10.0,118658,Anvers,1929,chambre-des-représentants
Social,8.0,92382,Anvers,1929,chambre-des-représentants
Liberal/Liberaal,3.0,44438,Anvers,1929,chambre-des-représentants
Comm,,2004,Anvers,1929,chambre-des-représentants
Links Diss. Gauche,,1047,Anvers,1929,chambre-des-représentants
Neutr.,,2455,Anvers,1929,chambre-des-représentants
Vl. National.Fl,1.0,20821,Brabant,1929,chambre-des-représentants
Cath/Kath,15.0,169696,Brabant,1929,chambre-des-représentants
Social,12.0,144336,Brabant,1929,chambre-des-représentants
Liberal/Liberaal,8.0,100366,Brabant,1929,chambre-des-représentants
Comm,1.0,12398,Brabant,1929,chambre-des-représentants
Neutr.,,307,Brabant,1929,chambre-des-représentants
Rad. Social.,,402,Brabant,1929,chambre-des-représentants
Oppos. Comm.,,502,Brabant,1929,chambre-des-représentants
Classe moy/Middenklasse,,1114,Brabant,1929,chambre-des-représentants
Parti National Wallon,,1883,Brabant,1929,chambre-des-représentants
Vlaamse Liberale Demokra,,1034,Brabant,1929,chambre-des-représentants
Union Catholique Démocra,,274,Brabant,1929,chambre-des-représentants
Vl. National.Fl,3.0,29060,Flandre occidentale,1929,chambre-des-représentants
Cath/Kath,6.0,57864,Flandre occidentale,1929,chambre-des-représentants
Social,5.0,55323,Flandre occidentale,1929,chambre-des-représentants
Liberal/Liberaal,2.0,28223,Flandre occidentale,1929,chambre-des-représentants
Comm,,2118,Flandre occidentale,1929,chambre-des-représentants
Neutr.,,421,Flandre occidentale,1929,chambre-des-représentants
Lijst De Lille,,12905,Flandre occidentale,1929,chambre-des-représentants
Christ. Werklieden/Ouvri,,52642,Flandre occidentale,1929,chambre-des-représentants
Vl. National.Fl,3.0,33229,Flandre orientale,1929,chambre-des-représentants
Cath/Kath,13.0,139617,Flandre orientale,1929,chambre-des-représentants
Social,9.0,96472,Flandre orientale,1929,chambre-des-représentants
Liberal/Liberaal,3.0,41336,Flandre orientale,1929,chambre-des-représentants
Comm,,3841,Flandre orientale,1929,chambre-des-représentants
Neutr.,,2847,Flandre orientale,1929,chambre-des-représentants
Oppos. Comm.,,1347,Flandre orientale,1929,chambre-des-représentants
Cath/Kath,8.0,98283,Hainaut,1929,chambre-des-représentants
Social,18.0,208026,Hainaut,1929,chambre-des-représentants
Liberal/Liberaal,5.0,63432,Hainaut,1929,chambre-des-représentants
Comm,,12030,Hainaut,1929,chambre-des-représentants
Oppos. Comm.,,2951,Hainaut,1929,chambre-des-représentants
Cath/Kath,7.0,80426,Liège,1929,chambre-des-représentants
Social,12.0,139694,Liège,1929,chambre-des-représentants
Liberal/Liberaal,4.0,46133,Liège,1929,chambre-des-représentants
Comm,,9627,Liège,1929,chambre-des-représentants
Oppos. Comm.,,1390,Liège,1929,chambre-des-représentants
Parti populaire chrétien,,8049,Liège,1929,chambre-des-représentants
Vl. National.Fl,1.0,13872,Limbourg,1929,chambre-des-représentants
Cath/Kath,5.0,44666,Limbourg,1929,chambre-des-représentants
Social,,11015,Limbourg,1929,chambre-des-représentants
Liberal/Liberaal,1.0,13459,Limbourg,1929,chambre-des-représentants
Lijst Martin (Diss Kath.,,954,Limbourg,1929,chambre-des-représentants
Lijst Lambreghs (Diss Ka,,366,Limbourg,1929,chambre-des-représentants
Cath/Kath,3.0,32813,Luxembourg,1929,chambre-des-représentants
Social,2.0,16714,Luxembourg,1929,chambre-des-représentants
Liberal/Liberaal,1.0,13466,Luxembourg,1929,chambre-des-représentants
Cath/Kath,4.0,46891,Namur,1929,chambre-des-représentants
Social,4.0,39385,Namur,1929,chambre-des-représentants
Liberal/Liberaal,1.0,18261,Namur,1929,chambre-des-représentants
Comm,,1219,Namur,1929,chambre-des-représentants
