Parti,Nombre de sièges,Nombre de voix,commune,date,election
GROEN,,1440,Aalter,2014,chambre-des-représentants
VLAAMS BELANG,,514,Aalter,2014,chambre-des-représentants
open vld,,1812,Aalter,2014,chambre-des-représentants
SP.A,,1204,Aalter,2014,chambre-des-représentants
N-VA,,3878,Aalter,2014,chambre-des-représentants
CD&V,,4719,Aalter,2014,chambre-des-représentants
PVDA+,,242,Aalter,2014,chambre-des-représentants
R.O.S.S.E.M.,,43,Aalter,2014,chambre-des-représentants
Piratenpartij,,100,Aalter,2014,chambre-des-représentants
SD&P,,12,Aalter,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,12,Aalter,2014,chambre-des-représentants
PVGW,,8,Aalter,2014,chambre-des-représentants
GROEN,,1543,Aarschot,2014,chambre-des-représentants
VLAAMS BELANG,,1354,Aarschot,2014,chambre-des-représentants
FDF,,27,Aarschot,2014,chambre-des-représentants
OpenVld,,4727,Aarschot,2014,chambre-des-représentants
SP.A,,2510,Aarschot,2014,chambre-des-représentants
N-VA,,5694,Aarschot,2014,chambre-des-représentants
CD&V,,4045,Aarschot,2014,chambre-des-représentants
PVDA+,,452,Aarschot,2014,chambre-des-représentants
ROSSEM,,109,Aarschot,2014,chambre-des-représentants
PP,,30,Aarschot,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,41,Aarschot,2014,chambre-des-représentants
GROEN,,738,Aartselaar,2014,chambre-des-représentants
VLAAMS BELANG,,546,Aartselaar,2014,chambre-des-représentants
OpenVld,,1350,Aartselaar,2014,chambre-des-représentants
SP.A,,773,Aartselaar,2014,chambre-des-représentants
N-VA,,4724,Aartselaar,2014,chambre-des-représentants
CD&V,,1488,Aartselaar,2014,chambre-des-représentants
PVDA+,,215,Aartselaar,2014,chambre-des-représentants
R.O.S.S.E.M.,,11,Aartselaar,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,10,Aartselaar,2014,chambre-des-représentants
Piratenpartij,,79,Aartselaar,2014,chambre-des-représentants
GROEN,,437,Affligem,2014,chambre-des-représentants
VLAAMS BELANG,,435,Affligem,2014,chambre-des-représentants
FDF,,29,Affligem,2014,chambre-des-représentants
OpenVld,,2517,Affligem,2014,chambre-des-représentants
SP.A,,601,Affligem,2014,chambre-des-représentants
N-VA,,3253,Affligem,2014,chambre-des-représentants
CD&V,,1532,Affligem,2014,chambre-des-représentants
PVDA+,,100,Affligem,2014,chambre-des-représentants
ROSSEM,,25,Affligem,2014,chambre-des-représentants
PP,,17,Affligem,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,22,Affligem,2014,chambre-des-représentants
MR,,940,Aiseau-Presles,2014,chambre-des-représentants
FDF,,131,Aiseau-Presles,2014,chambre-des-représentants
ECOLO,,324,Aiseau-Presles,2014,chambre-des-représentants
PS,,2441,Aiseau-Presles,2014,chambre-des-représentants
CDH,,675,Aiseau-Presles,2014,chambre-des-représentants
Parti Populaire,,366,Aiseau-Presles,2014,chambre-des-représentants
PTB-GO !,,383,Aiseau-Presles,2014,chambre-des-représentants
MG,,8,Aiseau-Presles,2014,chambre-des-représentants
LA DROITE,,67,Aiseau-Presles,2014,chambre-des-représentants
DEBOUT LES BELGES,,282,Aiseau-Presles,2014,chambre-des-représentants
NWA,,14,Aiseau-Presles,2014,chambre-des-représentants
RassemblementWalon,,22,Aiseau-Presles,2014,chambre-des-représentants
Faire place Nette,,101,Aiseau-Presles,2014,chambre-des-représentants
P+,,20,Aiseau-Presles,2014,chambre-des-représentants
NATION,,20,Aiseau-Presles,2014,chambre-des-représentants
B.U.B.,,3,Aiseau-Presles,2014,chambre-des-représentants
Lutte Ouvrière,,30,Aiseau-Presles,2014,chambre-des-représentants
WALLONIE D'ABORD,,51,Aiseau-Presles,2014,chambre-des-représentants
MGJOD,,6,Aiseau-Presles,2014,chambre-des-représentants
PIRATE,,36,Aiseau-Presles,2014,chambre-des-représentants
R.W.F.,,19,Aiseau-Presles,2014,chambre-des-représentants
FW,,19,Aiseau-Presles,2014,chambre-des-représentants
GROEN,,639,Alken,2014,chambre-des-représentants
VLAAMS BELANG,,319,Alken,2014,chambre-des-représentants
OpenVld,,1355,Alken,2014,chambre-des-représentants
SP.A,,999,Alken,2014,chambre-des-représentants
N-VA,,2771,Alken,2014,chambre-des-représentants
CD&V,,1809,Alken,2014,chambre-des-représentants
PVDA+,,98,Alken,2014,chambre-des-représentants
Piratenpartij,,65,Alken,2014,chambre-des-représentants
R.O.S.S.E.M.,,21,Alken,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,8,Alken,2014,chambre-des-représentants
GROEN,,3767,Alost,2014,chambre-des-représentants
VLAAMS BELANG,,4305,Alost,2014,chambre-des-représentants
open vld,,8596,Alost,2014,chambre-des-représentants
SP.A,,6526,Alost,2014,chambre-des-représentants
N-VA,,20618,Alost,2014,chambre-des-représentants
CD&V,,7845,Alost,2014,chambre-des-représentants
PVDA+,,1081,Alost,2014,chambre-des-représentants
R.O.S.S.E.M.,,147,Alost,2014,chambre-des-représentants
Piratenpartij,,468,Alost,2014,chambre-des-représentants
SD&P,,1218,Alost,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,87,Alost,2014,chambre-des-représentants
PVGW,,52,Alost,2014,chambre-des-représentants
GROEN,,192,Alveringem,2014,chambre-des-représentants
VLAAMS BELANG,,146,Alveringem,2014,chambre-des-représentants
OpenVld,,428,Alveringem,2014,chambre-des-représentants
Lijst Dedecker,,200,Alveringem,2014,chambre-des-représentants
SP.A,,480,Alveringem,2014,chambre-des-représentants
N-VA,,1019,Alveringem,2014,chambre-des-représentants
CD&V,,827,Alveringem,2014,chambre-des-représentants
PVDA+,,49,Alveringem,2014,chambre-des-représentants
R.O.S.S.E.M.,,9,Alveringem,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,8,Alveringem,2014,chambre-des-représentants
MR,,1688,Amay,2014,chambre-des-représentants
FDF,,250,Amay,2014,chambre-des-représentants
ECOLO,,1654,Amay,2014,chambre-des-représentants
PS,,3957,Amay,2014,chambre-des-représentants
CDH,,868,Amay,2014,chambre-des-représentants
Parti Populaire,,477,Amay,2014,chambre-des-représentants
PTB-GO !,,823,Amay,2014,chambre-des-représentants
MG,,14,Amay,2014,chambre-des-représentants
LA DROITE,,168,Amay,2014,chambre-des-représentants
DEBOUT LES BELGES,,138,Amay,2014,chambre-des-représentants
VLC,,48,Amay,2014,chambre-des-représentants
B.U.B.-Belg.Unie,,23,Amay,2014,chambre-des-représentants
WALLONIE D'ABORD,,99,Amay,2014,chambre-des-représentants
PIRATE,,52,Amay,2014,chambre-des-représentants
NATION,,31,Amay,2014,chambre-des-représentants
FW,,6,Amay,2014,chambre-des-représentants
PP PARTIPENSIONNES,,40,Amay,2014,chambre-des-représentants
R.W.F.,,34,Amay,2014,chambre-des-représentants
