Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,16.0,144629,Flandre orientale,1898,chambre-des-représentants
Social,2.0,30922,Flandre orientale,1898,chambre-des-représentants
Liberal/Liberaal,2.0,26989,Flandre orientale,1898,chambre-des-représentants
christ democr,1.0,22962,Flandre orientale,1898,chambre-des-représentants
Links Cartel Gauche,1.0,17724,Flandre orientale,1898,chambre-des-représentants
autres/andere,2.0,59493,Flandre orientale,1898,chambre-des-représentants
Cath/Kath,7.0,124490,Hainaut,1898,chambre-des-représentants
Social,12.0,162711,Hainaut,1898,chambre-des-représentants
Liberal/Liberaal,7.0,109269,Hainaut,1898,chambre-des-représentants
autres/andere,,729,Hainaut,1898,chambre-des-représentants
Cath/Kath,7.0,85917,Liège,1898,chambre-des-représentants
Social,1.0,18085,Liège,1898,chambre-des-représentants
Liberal/Liberaal,3.0,38831,Liège,1898,chambre-des-représentants
CARTEL LIB/ soc,8.0,91947,Liège,1898,chambre-des-représentants
autres/andere,,2900,Liège,1898,chambre-des-représentants
Cath/Kath,6.0,22239,Limbourg,1898,chambre-des-représentants
Diss. Kath.,,15804,Limbourg,1898,chambre-des-représentants
Social,,1793,Limbourg,1898,chambre-des-représentants
Liberal/Liberaal,,2713,Limbourg,1898,chambre-des-représentants
