Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,12.0,130392,Anvers,1900,chambre-des-représentants
Social,1.0,15425,Anvers,1900,chambre-des-représentants
Liberal/Liberaal,5.0,66806,Anvers,1900,chambre-des-représentants
christ democr,,6163,Anvers,1900,chambre-des-représentants
ONAFH,,719,Anvers,1900,chambre-des-représentants
DISSIDENT,,976,Anvers,1900,chambre-des-représentants
FANTAISIST,,192,Anvers,1900,chambre-des-représentants
Cath/Kath,14.0,157710,Brabant,1900,chambre-des-représentants
Social,7.0,91953,Brabant,1900,chambre-des-représentants
Diss. Social,,596,Brabant,1900,chambre-des-représentants
Liberal/Liberaal,5.0,64962,Brabant,1900,chambre-des-représentants
christ democr,,11798,Brabant,1900,chambre-des-représentants
ONAFH,,9818,Brabant,1900,chambre-des-représentants
RADICAL,2.0,24185,Brabant,1900,chambre-des-représentants
commercants/handelaars,,1552,Brabant,1900,chambre-des-représentants
Agriculteurs/boeren,,486,Brabant,1900,chambre-des-représentants
commercants/handelaars2,,2538,Brabant,1900,chambre-des-représentants
ouvriers/werkers,,1141,Brabant,1900,chambre-des-représentants
Cath/Kath,14.0,157692,Flandre occidentale,1900,chambre-des-représentants
Diss. Kath.,,4382,Flandre occidentale,1900,chambre-des-représentants
Social,,4087,Flandre occidentale,1900,chambre-des-représentants
Liberal/Liberaal,4.0,52535,Flandre occidentale,1900,chambre-des-représentants
christ democr,,9683,Flandre occidentale,1900,chambre-des-représentants
ONAFH,,959,Flandre occidentale,1900,chambre-des-représentants
Cath/Kath,18.0,182198,Flandre orientale,1900,chambre-des-représentants
Social,2.0,26814,Flandre orientale,1900,chambre-des-représentants
Liberal/Liberaal,3.0,63585,Flandre orientale,1900,chambre-des-représentants
christ democr,1.0,21300,Flandre orientale,1900,chambre-des-représentants
ONAFH,,4226,Flandre orientale,1900,chambre-des-représentants
Cath/Kath,9.0,135059,Hainaut,1900,chambre-des-représentants
Social,11.0,172005,Hainaut,1900,chambre-des-représentants
Diss. Social,,1624,Hainaut,1900,chambre-des-représentants
Liberal/Liberaal,6.0,101276,Hainaut,1900,chambre-des-représentants
christ democr,,909,Hainaut,1900,chambre-des-représentants
ONAFH,,912,Hainaut,1900,chambre-des-représentants
Cath/Kath,6.0,77762,Liège,1900,chambre-des-représentants
Diss. Kath.,,3697,Liège,1900,chambre-des-représentants
Social,9.0,104966,Liège,1900,chambre-des-représentants
Liberal/Liberaal,4.0,50998,Liège,1900,chambre-des-représentants
RADICAL,,9655,Liège,1900,chambre-des-représentants
commercants/handelaars,,1842,Liège,1900,chambre-des-représentants
Cath/Kath,6.0,49538,Limbourg,1900,chambre-des-représentants
Diss. Kath.,,8854,Limbourg,1900,chambre-des-représentants
Social,,841,Limbourg,1900,chambre-des-représentants
Liberal/Liberaal,,11185,Limbourg,1900,chambre-des-représentants
christ democr,,1322,Limbourg,1900,chambre-des-représentants
Cath/Kath,3.0,43843,Luxembourg,1900,chambre-des-représentants
Social,,3445,Luxembourg,1900,chambre-des-représentants
Liberal/Liberaal,2.0,29360,Luxembourg,1900,chambre-des-représentants
ONAFH,,268,Luxembourg,1900,chambre-des-représentants
Cath/Kath,4.0,59751,Namur,1900,chambre-des-représentants
Social,2.0,41759,Namur,1900,chambre-des-représentants
Liberal/Liberaal,2.0,24252,Namur,1900,chambre-des-représentants
christ democr,,918,Namur,1900,chambre-des-représentants
