Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
CVP,2.0,64991,Alost-Audenarde,1995,parlement-flamand
SP,3.0,54300,Alost-Audenarde,1995,parlement-flamand
VLD,2.0,65934,Alost-Audenarde,1995,parlement-flamand
AGALEV,,13115,Alost-Audenarde,1995,parlement-flamand
VU,,21483,Alost-Audenarde,1995,parlement-flamand
VLAAMS BLOK,1.0,24494,Alost-Audenarde,1995,parlement-flamand
VVP,,598,Alost-Audenarde,1995,parlement-flamand
PVDA-AE,,695,Alost-Audenarde,1995,parlement-flamand
B.E.B,,1911,Alost-Audenarde,1995,parlement-flamand
BANAAN,,2099,Alost-Audenarde,1995,parlement-flamand
HOERA,,811,Alost-Audenarde,1995,parlement-flamand
W.O.W.,,1259,Alost-Audenarde,1995,parlement-flamand
WOW,,546,Alost-Audenarde,1995,parlement-flamand
CVP,4.0,106391,Anvers,1995,parlement-flamand
SP,4.0,107070,Anvers,1995,parlement-flamand
VLD,4.0,94131,Anvers,1995,parlement-flamand
AGALEV,2.0,59744,Anvers,1995,parlement-flamand
VU,1.0,42042,Anvers,1995,parlement-flamand
VLAAMS BLOK,4.0,133231,Anvers,1995,parlement-flamand
VVP,,1127,Anvers,1995,parlement-flamand
PVDA-AE,,6054,Anvers,1995,parlement-flamand
B.E.B,,1354,Anvers,1995,parlement-flamand
UNIE,,1096,Anvers,1995,parlement-flamand
BANAAN,,5112,Anvers,1995,parlement-flamand
HOERA,,2565,Anvers,1995,parlement-flamand
N.W.P.,,770,Anvers,1995,parlement-flamand
W.O.W.,,1293,Anvers,1995,parlement-flamand
WOW,,10865,Anvers,1995,parlement-flamand
D,,653,Anvers,1995,parlement-flamand
A.O.V.,,380,Anvers,1995,parlement-flamand
W.I.T.,,1617,Anvers,1995,parlement-flamand
PSP,,986,Anvers,1995,parlement-flamand
RVM,,608,Anvers,1995,parlement-flamand
BEBEL,,832,Anvers,1995,parlement-flamand
CVP,2.0,55396,Bruges,1995,parlement-flamand
SP,1.0,34418,Bruges,1995,parlement-flamand
VLD,1.0,37070,Bruges,1995,parlement-flamand
AGALEV,,13357,Bruges,1995,parlement-flamand
VU,1.0,13397,Bruges,1995,parlement-flamand
VLAAMS BLOK,,16295,Bruges,1995,parlement-flamand
VVP,,297,Bruges,1995,parlement-flamand
PVDA-AE,,764,Bruges,1995,parlement-flamand
BANAAN,,2055,Bruges,1995,parlement-flamand
HOERA,,748,Bruges,1995,parlement-flamand
N.W.P.,,304,Bruges,1995,parlement-flamand
W.O.W.,,3099,Bruges,1995,parlement-flamand
