Parti,Nombre de sièges,Nombre de voix,province,date,election
GROEN,,9696,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
VB,,3548,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
open vld,,30094,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
SP.A,,7652,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
N-VA,,8835,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
CD&V,,7266,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
PVDA+,,1107,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
MR,,99344,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
FDF,,33515,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
ECOLO,,62306,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
PS,,114341,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
CDH,,40733,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
Parti Populaire,,11682,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
PTB-GO!,,19053,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
Stand Up USE,,1918,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
MG,,559,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
VEGA,,3363,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
LA DROITE,,3086,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
DEBOUT LES BELGES,,13694,Circonscription Electorale de Bruxelles-Capitale,2014,parlement-européen
PFF,,6197,Circonscription Electorale Germanophone,2014,parlement-européen
PRO DG,,5106,Circonscription Electorale Germanophone,2014,parlement-européen
VIVANT,,3319,Circonscription Electorale Germanophone,2014,parlement-européen
ECOLO,,6429,Circonscription Electorale Germanophone,2014,parlement-européen
SP,,5835,Circonscription Electorale Germanophone,2014,parlement-européen
CSP,,11710,Circonscription Electorale Germanophone,2014,parlement-européen
GROEN,,135120,Province d'Anvers,2014,parlement-européen
VLAAMS BELANG,,90957,Province d'Anvers,2014,parlement-européen
open vld,,167447,Province d'Anvers,2014,parlement-européen
SP.A,,134938,Province d'Anvers,2014,parlement-européen
N-VA,,357281,Province d'Anvers,2014,parlement-européen
CD&V,,209013,Province d'Anvers,2014,parlement-européen
PVDA+,,39685,Province d'Anvers,2014,parlement-européen
GROEN,,75445,Province de Flandre Occidentale,2014,parlement-européen
VLAAMS BELANG,,48795,Province de Flandre Occidentale,2014,parlement-européen
open vld,,157804,Province de Flandre Occidentale,2014,parlement-européen
SP.A,,121280,Province de Flandre Occidentale,2014,parlement-européen
N-VA,,196616,Province de Flandre Occidentale,2014,parlement-européen
CD&V,,185039,Province de Flandre Occidentale,2014,parlement-européen
PVDA+,,13653,Province de Flandre Occidentale,2014,parlement-européen
GROEN,,107513,Province de Flandre Orientale,2014,parlement-européen
VLAAMS BELANG,,68280,Province de Flandre Orientale,2014,parlement-européen
open vld,,234223,Province de Flandre Orientale,2014,parlement-européen
SP.A,,122145,Province de Flandre Orientale,2014,parlement-européen
N-VA,,245240,Province de Flandre Orientale,2014,parlement-européen
CD&V,,182513,Province de Flandre Orientale,2014,parlement-européen
