Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,16.0,188913,Flandre orientale,1904,chambre-des-représentants
Diss. Kath.,,2572,Flandre orientale,1904,chambre-des-représentants
Social,2.0,26217,Flandre orientale,1904,chambre-des-représentants
Liberal/Liberaal,7.0,73275,Flandre orientale,1904,chambre-des-représentants
christ democr,,10547,Flandre orientale,1904,chambre-des-représentants
ONAFH,,3184,Flandre orientale,1904,chambre-des-représentants
DAENSIST,1.0,9480,Flandre orientale,1904,chambre-des-représentants
Cath/Kath,10.0,151379,Hainaut,1904,chambre-des-représentants
Social,9.0,162954,Hainaut,1904,chambre-des-représentants
Diss. Social,,5449,Hainaut,1904,chambre-des-représentants
Liberal/Liberaal,9.0,128724,Hainaut,1904,chambre-des-représentants
Cath/Kath,8.0,98889,Liège,1904,chambre-des-représentants
Social,8.0,107388,Liège,1904,chambre-des-représentants
Liberal/Liberaal,5.0,68317,Liège,1904,chambre-des-représentants
FED AGRICOLE,,3254,Liège,1904,chambre-des-représentants
Cath/Kath,4.0,47462,Limbourg,1904,chambre-des-représentants
Diss. Kath.,1.0,14819,Limbourg,1904,chambre-des-représentants
Social,,1288,Limbourg,1904,chambre-des-représentants
Liberal/Liberaal,1.0,13095,Limbourg,1904,chambre-des-représentants
christ democr,,734,Limbourg,1904,chambre-des-représentants
