Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,8.0,60220,Alost,1978,conseils-provinciaux
BSP,4.0,36066,Alost,1978,conseils-provinciaux
PVV,4.0,35526,Alost,1978,conseils-provinciaux
VU,2.0,21326,Alost,1978,conseils-provinciaux
VLAAMS BLOK,,5088,Alost,1978,conseils-provinciaux
AMADA,,840,Alost,1978,conseils-provinciaux
KPB,,3854,Alost,1978,conseils-provinciaux
CVP,22.0,211409,Anvers,1978,conseils-provinciaux
BSP,14.0,134179,Anvers,1978,conseils-provinciaux
PVV,8.0,78352,Anvers,1978,conseils-provinciaux
AGALEV,,8344,Anvers,1978,conseils-provinciaux
VU,6.0,61345,Anvers,1978,conseils-provinciaux
VLAAMS BLOK,2.0,22260,Anvers,1978,conseils-provinciaux
KP,1.0,16782,Anvers,1978,conseils-provinciaux
AMADA,,12977,Anvers,1978,conseils-provinciaux
PVCM,,1258,Anvers,1978,conseils-provinciaux
RAD,,3629,Anvers,1978,conseils-provinciaux
KAGANO,,1236,Anvers,1978,conseils-provinciaux
BPP,,122,Anvers,1978,conseils-provinciaux
PSC,5.0,10410,Arlon,1978,conseils-provinciaux
PSB,4.0,7721,Arlon,1978,conseils-provinciaux
PRLW,2.0,4585,Arlon,1978,conseils-provinciaux
RW,,1548,Arlon,1978,conseils-provinciaux
AUTRE,,1270,Arlon,1978,conseils-provinciaux
PSC,1.0,8737,Ath,1978,conseils-provinciaux
PSB,3.0,19487,Ath,1978,conseils-provinciaux
PRLW,1.0,12039,Ath,1978,conseils-provinciaux
RW,,2077,Ath,1978,conseils-provinciaux
PCB,,2533,Ath,1978,conseils-provinciaux
AUTRE,,503,Ath,1978,conseils-provinciaux
CVP,3.0,27410,Audenarde,1978,conseils-provinciaux
BSP,2.0,14059,Audenarde,1978,conseils-provinciaux
PVV,3.0,23401,Audenarde,1978,conseils-provinciaux
VU,,5114,Audenarde,1978,conseils-provinciaux
PSC,4.0,8345,Bastogne,1978,conseils-provinciaux
PSB,1.0,3442,Bastogne,1978,conseils-provinciaux
PRLW,3.0,8200,Bastogne,1978,conseils-provinciaux
RW,,638,Bastogne,1978,conseils-provinciaux
CVP,11.0,69926,Bruges,1978,conseils-provinciaux
BSP,5.0,33025,Bruges,1978,conseils-provinciaux
PVV,3.0,21072,Bruges,1978,conseils-provinciaux
VU,2.0,15301,Bruges,1978,conseils-provinciaux
VLAAMS BLOK,,3260,Bruges,1978,conseils-provinciaux
KPB,,2402,Bruges,1978,conseils-provinciaux
CVP,12.0,137801,Bruxelles,1978,conseils-provinciaux
BSP,4.0,47584,Bruxelles,1978,conseils-provinciaux
PVV,5.0,60338,Bruxelles,1978,conseils-provinciaux
VU,4.0,50728,Bruxelles,1978,conseils-provinciaux
VLAAMS BLOK,,17277,Bruxelles,1978,conseils-provinciaux
PSC,6.0,76518,Bruxelles,1978,conseils-provinciaux
PSB,7.0,87555,Bruxelles,1978,conseils-provinciaux
PL,4.0,49143,Bruxelles,1978,conseils-provinciaux
PVCM,,193,Bruxelles,1978,conseils-provinciaux
FDF,22.0,244680,Bruxelles,1978,conseils-provinciaux
KPB/PCB,,23744,Bruxelles,1978,conseils-provinciaux
PNB-BNP,,1131,Bruxelles,1978,conseils-provinciaux
AMADA,,6470,Bruxelles,1978,conseils-provinciaux
DCA,,211,Bruxelles,1978,conseils-provinciaux
UDRT-RAD,,19219,Bruxelles,1978,conseils-provinciaux
PSC,7.0,48903,Charleroi,1978,conseils-provinciaux
PSB,15.0,95563,Charleroi,1978,conseils-provinciaux
PRLW,4.0,26154,Charleroi,1978,conseils-provinciaux
RW,3.0,24784,Charleroi,1978,conseils-provinciaux
PCB,2.0,18895,Charleroi,1978,conseils-provinciaux
AUTRE,,8384,Charleroi,1978,conseils-provinciaux
CVP,12.0,79171,Courtrai,1978,conseils-provinciaux
BSP,6.0,37222,Courtrai,1978,conseils-provinciaux
PVV,3.0,21891,Courtrai,1978,conseils-provinciaux
VU,2.0,18286,Courtrai,1978,conseils-provinciaux
KPB,,2727,Courtrai,1978,conseils-provinciaux
PSC,6.0,20864,Dinant,1978,conseils-provinciaux
PSB,3.0,11899,Dinant,1978,conseils-provinciaux
PRLW,3.0,12681,Dinant,1978,conseils-provinciaux
RW,1.0,4734,Dinant,1978,conseils-provinciaux
UDRT,,287,Dinant,1978,conseils-provinciaux
PC,,258,Dinant,1978,conseils-provinciaux
CVP,2.0,12938,Dixsmude,1978,conseils-provinciaux
BSP,1.0,4920,Dixsmude,1978,conseils-provinciaux
PVV,1.0,6442,Dixsmude,1978,conseils-provinciaux
VU,,3204,Dixsmude,1978,conseils-provinciaux
CVP,3.0,25004,Eeklo,1978,conseils-provinciaux
BSP,1.0,8049,Eeklo,1978,conseils-provinciaux
PVV,1.0,8185,Eeklo,1978,conseils-provinciaux
VU,,4773,Eeklo,1978,conseils-provinciaux
AMADA,,747,Eeklo,1978,conseils-provinciaux
KPB,,808,Eeklo,1978,conseils-provinciaux
CVP,2.0,9789,Furnes,1978,conseils-provinciaux
BSP,1.0,7746,Furnes,1978,conseils-provinciaux
PVV,1.0,5644,Furnes,1978,conseils-provinciaux
VU,,4202,Furnes,1978,conseils-provinciaux
CVP,15.0,119286,Gand,1978,conseils-provinciaux
BSP,6.0,54037,Gand,1978,conseils-provinciaux
PVV,7.0,58628,Gand,1978,conseils-provinciaux
VU,4.0,38869,Gand,1978,conseils-provinciaux
VLAAMS BLOK,,7132,Gand,1978,conseils-provinciaux
AMADA,,2428,Gand,1978,conseils-provinciaux
RAD,,2196,Gand,1978,conseils-provinciaux
KPB,1.0,7921,Gand,1978,conseils-provinciaux
PF-ECO,,1177,Gand,1978,conseils-provinciaux
JAN,,995,Gand,1978,conseils-provinciaux
CVP,17.0,84513,Hasselt,1978,conseils-provinciaux
BSP,8.0,44226,Hasselt,1978,conseils-provinciaux
PVV,5.0,26276,Hasselt,1978,conseils-provinciaux
VU,4.0,21508,Hasselt,1978,conseils-provinciaux
VLAAMS BLOK,,1468,Hasselt,1978,conseils-provinciaux
AMADA,,2870,Hasselt,1978,conseils-provinciaux
PSC,3.0,14062,Huy,1978,conseils-provinciaux
PSB,4.0,23219,Huy,1978,conseils-provinciaux
PRLW,1.0,6718,Huy,1978,conseils-provinciaux
RW,,4374,Huy,1978,conseils-provinciaux
PCB,,3277,Huy,1978,conseils-provinciaux
PSC,14.0,75842,Liège,1978,conseils-provinciaux
PSB,24.0,131672,Liège,1978,conseils-provinciaux
PRLW,9.0,50560,Liège,1978,conseils-provinciaux
RW,5.0,30528,Liège,1978,conseils-provinciaux
PCB,4.0,23767,Liège,1978,conseils-provinciaux
PPB,,1535,Liège,1978,conseils-provinciaux
TPO,,1670,Liège,1978,conseils-provinciaux
PFN,,537,Liège,1978,conseils-provinciaux
