Parti,Nombre de sièges,Nombre de voix,canton,date,election
MR,,5223,Canton d'Andenne,2014,parlement-wallon
FDF,,558,Canton d'Andenne,2014,parlement-wallon
ECOLO,,2512,Canton d'Andenne,2014,parlement-wallon
PS,,7794,Canton d'Andenne,2014,parlement-wallon
CDH,,3692,Canton d'Andenne,2014,parlement-wallon
Parti Populaire,,1046,Canton d'Andenne,2014,parlement-wallon
PTB-GO!,,1270,Canton d'Andenne,2014,parlement-wallon
MG,,31,Canton d'Andenne,2014,parlement-wallon
LA DROITE,,383,Canton d'Andenne,2014,parlement-wallon
R,,81,Canton d'Andenne,2014,parlement-wallon
R.W.F.,,153,Canton d'Andenne,2014,parlement-wallon
FW,,63,Canton d'Andenne,2014,parlement-wallon
UdL,,21,Canton d'Andenne,2014,parlement-wallon
NATION,,220,Canton d'Andenne,2014,parlement-wallon
MR,,2445,Canton d'Antoing,2014,parlement-wallon
FDF,,200,Canton d'Antoing,2014,parlement-wallon
ECOLO,,833,Canton d'Antoing,2014,parlement-wallon
PS,,5447,Canton d'Antoing,2014,parlement-wallon
CDH,,1997,Canton d'Antoing,2014,parlement-wallon
Parti Populaire,,289,Canton d'Antoing,2014,parlement-wallon
PTB-GO !,,463,Canton d'Antoing,2014,parlement-wallon
MG,,89,Canton d'Antoing,2014,parlement-wallon
LA DROITE,,183,Canton d'Antoing,2014,parlement-wallon
RassemblementWalon,,101,Canton d'Antoing,2014,parlement-wallon
NATION,,270,Canton d'Antoing,2014,parlement-wallon
R,,61,Canton d'Antoing,2014,parlement-wallon
MR,,4889,Canton d'Arlon,2014,parlement-wallon
FDF,,461,Canton d'Arlon,2014,parlement-wallon
ECOLO,,2336,Canton d'Arlon,2014,parlement-wallon
PS,,3922,Canton d'Arlon,2014,parlement-wallon
CDH,,6623,Canton d'Arlon,2014,parlement-wallon
Parti Populaire,,916,Canton d'Arlon,2014,parlement-wallon
PTB-GO!,,467,Canton d'Arlon,2014,parlement-wallon
MG,,157,Canton d'Arlon,2014,parlement-wallon
R.W.F.,,131,Canton d'Arlon,2014,parlement-wallon
MR,,4444,Canton d'Ath,2014,parlement-wallon
FDF,,407,Canton d'Ath,2014,parlement-wallon
ECOLO,,1520,Canton d'Ath,2014,parlement-wallon
PS,,8064,Canton d'Ath,2014,parlement-wallon
CDH,,1668,Canton d'Ath,2014,parlement-wallon
Parti Populaire,,928,Canton d'Ath,2014,parlement-wallon
PTB-GO !,,572,Canton d'Ath,2014,parlement-wallon
MG,,154,Canton d'Ath,2014,parlement-wallon
LA DROITE,,194,Canton d'Ath,2014,parlement-wallon
RassemblementWalon,,191,Canton d'Ath,2014,parlement-wallon
NATION,,102,Canton d'Ath,2014,parlement-wallon
R,,82,Canton d'Ath,2014,parlement-wallon
MR,,3083,Canton d'Aubel,2014,parlement-wallon
F.D.F.,,101,Canton d'Aubel,2014,parlement-wallon
ECOLO,,654,Canton d'Aubel,2014,parlement-wallon
PS,,1504,Canton d'Aubel,2014,parlement-wallon
CDH,,1500,Canton d'Aubel,2014,parlement-wallon
Parti Populaire,,434,Canton d'Aubel,2014,parlement-wallon
PTB-GO!,,237,Canton d'Aubel,2014,parlement-wallon
MG,,13,Canton d'Aubel,2014,parlement-wallon
LA DROITE,,148,Canton d'Aubel,2014,parlement-wallon
R.W.F.,,24,Canton d'Aubel,2014,parlement-wallon
VLC,,59,Canton d'Aubel,2014,parlement-wallon
R,,14,Canton d'Aubel,2014,parlement-wallon
PP PARTIPENSIONNES,,49,Canton d'Aubel,2014,parlement-wallon
MR,,10165,Canton d'Aywaille,2014,parlement-wallon
F.D.F,,625,Canton d'Aywaille,2014,parlement-wallon
ECOLO,,2674,Canton d'Aywaille,2014,parlement-wallon
PS,,6746,Canton d'Aywaille,2014,parlement-wallon
CDH,,3870,Canton d'Aywaille,2014,parlement-wallon
Parti Populaire,,1122,Canton d'Aywaille,2014,parlement-wallon
PTB-GO !,,1661,Canton d'Aywaille,2014,parlement-wallon
MG,,19,Canton d'Aywaille,2014,parlement-wallon
