Parti,Nombre de sièges,Nombre de voix,district,date,election
AGALEV,,4821,Alost,1985,conseils-provinciaux
SP,3.0,18003,Alost,1985,conseils-provinciaux
VU,1.0,12903,Alost,1985,conseils-provinciaux
CVP,2.0,23532,Alost,1985,conseils-provinciaux
PVV,2.0,16004,Alost,1985,conseils-provinciaux
VLAAMS BLOK,,1791,Alost,1985,conseils-provinciaux
KPB,,965,Alost,1985,conseils-provinciaux
SAP,,281,Alost,1985,conseils-provinciaux
PRL,1.0,3289,Andenne,1985,conseils-provinciaux
PS,2.0,9051,Andenne,1985,conseils-provinciaux
ECOLO,,1273,Andenne,1985,conseils-provinciaux
PSC,1.0,3941,Andenne,1985,conseils-provinciaux
SEP,,407,Andenne,1985,conseils-provinciaux
PW,,108,Andenne,1985,conseils-provinciaux
UDRT,,356,Andenne,1985,conseils-provinciaux
PRL,1.0,14991,Anderlecht,1985,conseils-provinciaux
PS,1.0,12570,Anderlecht,1985,conseils-provinciaux
AGALEV,,1890,Anderlecht,1985,conseils-provinciaux
SP,1.0,5586,Anderlecht,1985,conseils-provinciaux
PSC,,3898,Anderlecht,1985,conseils-provinciaux
VU,1.0,6535,Anderlecht,1985,conseils-provinciaux
CVP,1.0,10514,Anderlecht,1985,conseils-provinciaux
PVV,1.0,4808,Anderlecht,1985,conseils-provinciaux
FDF,,6526,Anderlecht,1985,conseils-provinciaux
ECOLO,,4877,Anderlecht,1985,conseils-provinciaux
SEP,,477,Anderlecht,1985,conseils-provinciaux
VLAAMS BLOK,,1627,Anderlecht,1985,conseils-provinciaux
PCB-KPB,,1078,Anderlecht,1985,conseils-provinciaux
UDRT-RAD,,4963,Anderlecht,1985,conseils-provinciaux
UND,,1078,Anderlecht,1985,conseils-provinciaux
POS_SAP,,124,Anderlecht,1985,conseils-provinciaux
PLC,,385,Anderlecht,1985,conseils-provinciaux
PTB-PVDA,,255,Anderlecht,1985,conseils-provinciaux
FN-NF,,1126,Anderlecht,1985,conseils-provinciaux
AGALEV,3.0,31974,Anvers,1985,conseils-provinciaux
SP,8.0,89732,Anvers,1985,conseils-provinciaux
VLAAMS BLOK,2.0,21492,Anvers,1985,conseils-provinciaux
VU,4.0,41309,Anvers,1985,conseils-provinciaux
CVP,8.0,76327,Anvers,1985,conseils-provinciaux
PVV,4.0,46240,Anvers,1985,conseils-provinciaux
PVDA,1.0,11433,Anvers,1985,conseils-provinciaux
KPB,,3131,Anvers,1985,conseils-provinciaux
RAD,,2167,Anvers,1985,conseils-provinciaux
SAP,,1658,Anvers,1985,conseils-provinciaux
PKS,,796,Anvers,1985,conseils-provinciaux
PRL,4.0,8304,Arlon,1985,conseils-provinciaux
PS,3.0,7606,Arlon,1985,conseils-provinciaux
PSC,4.0,9332,Arlon,1985,conseils-provinciaux
ECOLO,,1871,Arlon,1985,conseils-provinciaux
SEP,,881,Arlon,1985,conseils-provinciaux
UDRT,,751,Arlon,1985,conseils-provinciaux
PRL,1.0,14648,Ath,1985,conseils-provinciaux
PS,3.0,22725,Ath,1985,conseils-provinciaux
ECOLO,,2470,Ath,1985,conseils-provinciaux
PSC,1.0,7648,Ath,1985,conseils-provinciaux
SEP,,368,Ath,1985,conseils-provinciaux
PCB,,1024,Ath,1985,conseils-provinciaux
PCN,,95,Ath,1985,conseils-provinciaux
PRL,3.0,6843,Bastogne,1985,conseils-provinciaux
PS,,1245,Bastogne,1985,conseils-provinciaux
PSC,2.0,5119,Bastogne,1985,conseils-provinciaux
ECOLO,,475,Bastogne,1985,conseils-provinciaux
SP,4.0,20117,Beringen,1985,conseils-provinciaux
VU,1.0,7267,Beringen,1985,conseils-provinciaux
CVP,3.0,18008,Beringen,1985,conseils-provinciaux
PVV,2.0,8209,Beringen,1985,conseils-provinciaux
AGALEV,,3664,Beringen,1985,conseils-provinciaux
VLAAMS BLOK,,678,Beringen,1985,conseils-provinciaux
PVDA,,443,Beringen,1985,conseils-provinciaux
SP,1.0,3763,Bilzen,1985,conseils-provinciaux
VU,1.0,7707,Bilzen,1985,conseils-provinciaux
CVP,1.0,6827,Bilzen,1985,conseils-provinciaux
PVV,,3202,Bilzen,1985,conseils-provinciaux
AGALEV,,875,Bilzen,1985,conseils-provinciaux
VLAAMS BLOK,,213,Bilzen,1985,conseils-provinciaux
PRL,2.0,8677,Binche,1985,conseils-provinciaux
PS,3.0,20936,Binche,1985,conseils-provinciaux
ECOLO,,3376,Binche,1985,conseils-provinciaux
PSC,1.0,8127,Binche,1985,conseils-provinciaux
SEP,,530,Binche,1985,conseils-provinciaux
PCB,,2057,Binche,1985,conseils-provinciaux
PW,,647,Binche,1985,conseils-provinciaux
UDRT,,483,Binche,1985,conseils-provinciaux
POS,,303,Binche,1985,conseils-provinciaux
PCN,,37,Binche,1985,conseils-provinciaux
PTB,,236,Binche,1985,conseils-provinciaux
AGALEV,1.0,12500,Boom,1985,conseils-provinciaux
SP,2.0,23986,Boom,1985,conseils-provinciaux
VLAAMS BLOK,,4167,Boom,1985,conseils-provinciaux
VU,1.0,16153,Boom,1985,conseils-provinciaux
CVP,3.0,37957,Boom,1985,conseils-provinciaux
PVV,2.0,15425,Boom,1985,conseils-provinciaux
PVDA,,2003,Boom,1985,conseils-provinciaux
KPB,,578,Boom,1985,conseils-provinciaux
PKS,,451,Boom,1985,conseils-provinciaux
PRL,2.0,5425,Bouillon,1985,conseils-provinciaux
PS,1.0,4396,Bouillon,1985,conseils-provinciaux
PSC,2.0,5505,Bouillon,1985,conseils-provinciaux
ECOLO,,706,Bouillon,1985,conseils-provinciaux
SEP,,334,Bouillon,1985,conseils-provinciaux
UDRT,,162,Bouillon,1985,conseils-provinciaux
PRL,1.0,6198,Boussu,1985,conseils-provinciaux
PS,4.0,23568,Boussu,1985,conseils-provinciaux
ECOLO,,3020,Boussu,1985,conseils-provinciaux
PSC,1.0,7417,Boussu,1985,conseils-provinciaux
SEP,,606,Boussu,1985,conseils-provinciaux
PCB,,2478,Boussu,1985,conseils-provinciaux
PW,,248,Boussu,1985,conseils-provinciaux
UDRT,,662,Boussu,1985,conseils-provinciaux
PTB,,253,Boussu,1985,conseils-provinciaux
PLC,,146,Boussu,1985,conseils-provinciaux
SP,,2039,Bree,1985,conseils-provinciaux
VU,2.0,10961,Bree,1985,conseils-provinciaux
CVP,1.0,7793,Bree,1985,conseils-provinciaux
PVV,,1131,Bree,1985,conseils-provinciaux
AGALEV,,727,Bree,1985,conseils-provinciaux
VLAAMS BLOK,,111,Bree,1985,conseils-provinciaux
AGALEV,1.0,13498,Bruges,1985,conseils-provinciaux
SP,6.0,42150,Bruges,1985,conseils-provinciaux
VU,3.0,21425,Bruges,1985,conseils-provinciaux
CVP,8.0,62034,Bruges,1985,conseils-provinciaux
PVV,3.0,25250,Bruges,1985,conseils-provinciaux
